name,review_count,categories,latitude,longitude,rating,price,neighbourhood,city,address
Vocelli Pizza,2,Pizza,40.4902299,-79.90374,2.0,$,Shadyside,Pittsburgh,"231 Commercial Ave,Pittsburgh, PA 15215"
Polish Army Veterans Association,1,Dive Bars,40.4271,-79.98034,3.0,$,Shadyside,Pittsburgh,"1807 Jane St,Pittsburgh, PA 15203"
Rusty Barrel Saloon,3,Beer Bar,40.4261633608956,-79.9805830791593,1.5,$,Shadyside,Pittsburgh,"153 South 18th St,Pittsburgh, PA 15203"
Rolling Cones,3,"Food Trucks,Ice Cream & Frozen Yogurt",40.4406819583866,-79.996058061377,3.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA"
Pizza Outlet,2,Pizza,40.4413399,-79.95868,1.0,$,Shadyside,Pittsburgh,"3608 5th Ave,Pittsburgh, PA 15213"
Smokin' Brews,1,"Beer Bar,Cigar Bars",40.4634763535813,-79.9549641473897,4.0,$,Shadyside,Pittsburgh,"4055 Liberty Ave,Pittsburgh, PA 15224"
Moonlight Express,1,"Food Trucks,Asian Fusion",40.46566,-79.95646,1.0,$,Shadyside,Pittsburgh,"4039 Penn Ave,Pittsburgh, PA 15224"
20th St. Bar and Grill,2,"Bars,American (Traditional)",40.428794,-79.976799,1.5,$,Shadyside,Pittsburgh,"2019 E Carson St,Pittsburgh, PA 15203"
Van Ness Grille,1,Seafood,40.4948006,-79.9340363,1.0,$,Shadyside,Pittsburgh,"812 Main St,Pittsburgh, PA 15215"
Win Green Bar,1,Bars,40.4262023958729,-79.9400706537351,2.0,$,Shadyside,Pittsburgh,"601 Greenfield Ave,Pittsburgh, PA 15207"
Stroll the Strip,1,Local Flavor,40.453845,-79.980478,2.0,$,Shadyside,Pittsburgh,"2401 Penn Ave,Pittsburgh, PA 15222"
Atwood Cafe,1,Cafes,40.43857,-79.95487,4.0,$,Shadyside,Pittsburgh,"344 Atwood St,Pittsburgh, PA 15213"
Layali Cuisine,1,Mediterranean,40.45467,-79.97922,5.0,$,Shadyside,Pittsburgh,"2533 Penn Ave,Pittsburgh, PA 15222"
Westinghouse Park,1,Parks,40.4522216948891,-79.9021228917741,3.0,$,Shadyside,Pittsburgh,"310 N Lang Ave,Pittsburgh, PA 15208"
Centenario Mexican Grille,1,Mexican,40.436454,-79.954408,4.0,$,Shadyside,Pittsburgh,"424 Semple St,Pittsburgh, PA 15213"
Botanical Vegan Cafe & Market,1,"Juice Bars & Smoothies,Vegan,Cafes",40.490469,-79.904674,5.0,$,Shadyside,Pittsburgh,"209 Commercial Ave,Pittsburgh, PA 15143"
Zano's Pub House,1,Pubs,40.4264297,-79.9500427,5.0,$,Shadyside,Pittsburgh,"3806 Acorn St,Pittsburgh, PA 15207"
Switch & Signal Skatepark,1,Skate Parks,40.41964,-79.88587,5.0,$,Shadyside,Pittsburgh,"7518 Dickson St,Pittsburgh, PA 15218"
Baires Grill,1,"Food Trucks,Empanadas,Sandwiches",40.4161682128906,-79.987060546875,5.0,$,Shadyside,Mount Oliver,"Mount Oliver, PA 15210"
Taipei Chinese Restaurant,2,"Chinese,Sushi Bars,Taiwanese",40.487626,-79.880553,3.5,$,Shadyside,Pittsburgh,"1124 Freeport Rd,Pittsburgh, PA 15238"
Tim's Bar,1,Bars,40.44588,-79.97758,4.0,$,Shadyside,Pittsburgh,"2155 Wylie Ave,Pittsburgh, PA 15219"
Cocktails from the Crypt,2,"Pop-up Shops,Cocktail Bars",40.428178,-79.97434,4.0,$,Shadyside,Pittsburgh,"2204 E Carson St,Pittsburgh, PA 15203"
Cosmo On Carson,1,Lounges,40.42905,-79.981369,1.0,$,Shadyside,Carson,"1713 E Carson St,Carson, PA 15203"
Wilson's Nite Out,1,"Caribbean,Soul Food,Cocktail Bars",40.41959,-79.88949,1.0,$,Shadyside,Swissvale,"7365 Denniston Ave,Swissvale, PA 15218"
